PERATURAN,BAB,PASAL
1475231474-uu-nomor-39-tahun-1999-tentang- H9FVDS .,III HAK ASASI MANUSIA DAN," 63  Setiap anak berhak untuk tidak dilibatkan di dalam peristiwa peperangan, sengketa bersenjata, kerusuhan sosial, dan peristiwa lain yang mengandung unsur kekerasan.  "
1475231474-uu-nomor-39-tahun-1999-tentang- H9FVDS .,III HAK ASASI MANUSIA DAN," 64  Setiap anak berhak untuk memperoleh perlindungan dari kegiatan eksploitasi ekonomi dan setiap pekerjaan yang membahayakan dirinya, sehingga dapat mengganggu pendidikan, kesehatan fisik, moral, kehidupan sosial, dan mental spiritualnya.   "
1475231474-uu-nomor-39-tahun-1999-tentang- H9FVDS .,III HAK ASASI MANUSIA DAN," 65  Setiap anak berhak untuk memperoleh perlindungan dari kegiatan eksploitasi dan pelecehan seksual, penculikan, perdagangan anak, serta dari berbagai bentuk penyalahgunaan narkotika, psikotropika, dan zat adiktif lainnya.   "
1475231474-uu-nomor-39-tahun-1999-tentang- H9FVDS .,III HAK ASASI MANUSIA DAN," 66  (1) Setiap anak berhak untuk tidak dijadikan sasaran penganiayaan, penyiksaan, atau penjatuhan hukuman yang tidak manusiawi. (2) Hukuman mati atau hukuman seumur hidup tidak dapat dijatuhkan untuk pelaku tindak pidana yang masih anak. (3) Setiap anak berhak untuk tidak dirampas kebebasannya secara melawan hukum. (4) Penangkapan, penahanan, atau pidana penjara anak hanya boleh dilakukan sesuai dengan hukum yang berlaku dan hanya dapat PRESIDEN REPUBLIK INDONESIA   - 17 - dilaksanakan sebagai upaya terakhir. (5) Setiap anak yang dirampas kebebasannya berhak mendapatkan perlakuan secara manusiawi dan dengan memperhatikan kebutuhan pengembangan pribadi sesuai dengan usianya dan       harus dipisahkan dari orang dewasa, kecuali demi kepentingannya. (6) Setiap anak yang dirampas kebebasannya berhak memperoleh bantuan hukum atau bantuan lainnya secara efektif dalam setiap tahapan upaya hukum yang berlaku. (7) Setiap anak yang dirampas kebebasannya berhak untuk membela diri dan memperoleh keadilan di depan Pengadilan Anak yang obyektif dan tidak memihak dalam sidang yang tertutup untuk umum.  "
1475231474-uu-nomor-39-tahun-1999-tentang- H9FVDS .,IV KEWAJIBAN DASAR MANUSIA PRESIDEN," 67  Setiap orang yang ada diwilayah negara Republik Indonesia wajib patuh pada peraturan perundang-undangan, hukum tak tertulis, dan hukum internasional mengenai hak asasi manusia yang telah diterima oleh negara Republik Indonesia.  "
1475231474-uu-nomor-39-tahun-1999-tentang- H9FVDS .,IV KEWAJIBAN DASAR MANUSIA PRESIDEN, 68  Setiap warga negara wajib ikut serta dalam upaya pembelaan negara sesuai dengan ketentuan peraturan perundang-undangan.  
1475231474-uu-nomor-39-tahun-1999-tentang- H9FVDS .,IV KEWAJIBAN DASAR MANUSIA PRESIDEN," 69  (1) Setiap orang wajib menghormati hak asasi manusia orang lain, moral, etika, dan tata tertib kehidupan bermasyarakat, bebangsa, dan bernegara. (2) Setiap hak asasi manusia seseorang menimbulkan kewajiban dasar dan tanggung jawab untuk menghormati hak asasi orang lain secara timbal balik serta menjadi tugas Pemerintah untuk menghormati, melindungi, menegakkan, dan memajukannya.  "
1475231474-uu-nomor-39-tahun-1999-tentang- H9FVDS .,IV KEWAJIBAN DASAR MANUSIA PRESIDEN," 70  Dalam menjalankan hak dan kebebasannya, setiap orang wajib tunduk kepada pembatasan yang ditetapkan oleh Undang-undang dengan meksud untuk menjamin pengakuan serta penghormatan atas hak dan kebebasan orang lain dan untuk memenuhi tuntutan yang adil sesuai dengan pertimbangan moral, keamanan, dan ketertiban umum dalam PRESIDEN REPUBLIK INDONESIA   - 18 - suatu masyarakat demokratis.  "
1475231474-uu-nomor-39-tahun-1999-tentang- H9FVDS .,V KEWAJIBAN DAN TANGGUNG JAWAB," 71  Pemerintah wajib dan bertanggung jawab menghormati, melindungi, menegakkan, dan memajukan hak asasi manusia yang diatur dalam Undang-undang ini, peraturan perundnag-undangan lain, dan hukum internasional tentang hak asasi manusia yang diterima oleh negara Republik Indonesia.  "
1475231474-uu-nomor-39-tahun-1999-tentang- H9FVDS .,V KEWAJIBAN DAN TANGGUNG JAWAB, 72 Kewajiban dan tanggung jawab Pemerintah sebagaimana dimaksud dalam 
1475231474-uu-nomor-39-tahun-1999-tentang- H9FVDS .,V KEWAJIBAN DAN TANGGUNG JAWAB," 71, meliputi langkah implementasi yang efektif dalam bidang hukum, politik, ekonomi, sosial, budaya, pertahanan keamanan negara, dan bidang lain.  "
1475231474-uu-nomor-39-tahun-1999-tentang- H9FVDS .,VI PEMBATASAN DAN LARANGAN," 73  Hak dan kebebasan yang diatur dalam Undang-undang ini hanya dapat dibatasi oleh dan berdasarkan undang-undang, semata-mata untuk menjamin pengakuan dan penghormatan terhadap hak asasi manusia serta kebebasan dasar orang lain, kesusilaan, ketertiban umum, dan kepentingan bangsa.  "
1475231474-uu-nomor-39-tahun-1999-tentang- H9FVDS .,VI PEMBATASAN DAN LARANGAN," 74  Tidak satu ketentuanpun dalam Undang-undang ini boleh diartikan bahwa Pemerintah, partai, golongan atau pihak manapun dibenarkan mengurangi, merusak, atau menghapuskan hak asasi manusia atau kebebasan dasar yang diatur dalam Undang-undang ini.  "
1475231474-uu-nomor-39-tahun-1999-tentang- H9FVDS .,VII KOMISI NASIONAL HAK ASASI," 75  Komnas HAM bertujuan : a. mengembangkan kondisi yang konduksif bagi pelaksanaan hak asasi manusia sesuai dengan Pancasila, Undang-Undang Dasar 1945, dan Piagam Perserikatan Bangsa-Bangsa, serta Deklarasi Universal Hak Asasi Manusia; dan PRESIDEN REPUBLIK INDONESIA   - 19 - b. meningkatkan perlindungan dan penegakan hak asasi manusia guna berkembangnya pribadi manusia Indonesia seutuhnya dan kemampuannya berpartisipasi dalam berbagai bidang kehidupan.  "
1475231474-uu-nomor-39-tahun-1999-tentang- H9FVDS .,VII KOMISI NASIONAL HAK ASASI," 76  (1) Untuk mencapai tujuannya, Komnas HAM melaksanakan fungsi pengkajian, penelitian, penyuluhan, pemantauan, dan mediasi tantang hak asasi manusia. (2) Komnas HAM beranggotakan tokoh masyarakat yang profesional, berdedikasi dan berintegritas tinggi, menghayati cita-cita negara hukum dan negara kesejahteraan yang berintikan keadilan, menghormati hak asasi manusia dan kewajiban dasar manusia. (3) Komnas HAM berkedudukan di ibukota negara Republik Indonesia. (4) Perwakilan Komnas HAM dapat didirikan di daerah.  "
1475231474-uu-nomor-39-tahun-1999-tentang- H9FVDS .,VII KOMISI NASIONAL HAK ASASI, 77  Komnas HAM berasaskan Pancasila.  
1475231474-uu-nomor-39-tahun-1999-tentang- H9FVDS .,VII KOMISI NASIONAL HAK ASASI, 78  (1) Komnas HAM mempunyai kelengkapan yang terdiri dari : a. sidang paripurna; dan b. sub komisi. (2) Komnas HAM mempunyai sebuah Sekretariat Jenderal sebagai unsur palayanan.  
1475231474-uu-nomor-39-tahun-1999-tentang- H9FVDS .,VII KOMISI NASIONAL HAK ASASI," 79  (1) Sidang Paripurna adalah pemegang kekuasaan tertinggi Komnas HAM. (2) Sidang Paripurna terdiri dari seluruh anggota Komnas HAM. (3) Sidang Paripurna menetapkan Peraturan Tata Tertib, Program Kerja, dan Mekanisme Kerja Komnas HAM.     "
1475231474-uu-nomor-39-tahun-1999-tentang- H9FVDS .,VII KOMISI NASIONAL HAK ASASI, 80  (1) Pelaksanaan kegiatan Komnas HAM dilakukan oleh Subkomisi. (2) Ketentuan mengenai Subkomisi diatur dalam Peraturan Tata Tertib PRESIDEN REPUBLIK INDONESIA   - 20 - Komnas HAM.  
1475231474-uu-nomor-39-tahun-1999-tentang- H9FVDS .,VII KOMISI NASIONAL HAK ASASI," 81  (1) Sekretariat Jenderal memberikan pelayanan administratif bagi pelaksanaan kegiatan Komnas HAM. (2) Sekretariat Jenderal dipimpin oleh Sekretaris Jenderal dengan dibantu oleh unit kerja dalam bantuk biro-biro. (3) Sekretaris Jenderal dijabat oleh seorang Pegawai Negeri yang bukan anggota Komnas HAM. (4) Sekretaris Jenderal diusulkan oleh Sidang Paripurna dan ditetapkan dengan Keputusan Presiden. (5) Kedudukan, tugas, tanggung jawab, dan susunan organisasi Sekretariat Jenderal ditetapkan dengan Keputusan Presiden.  "
1475231474-uu-nomor-39-tahun-1999-tentang- H9FVDS .,VII KOMISI NASIONAL HAK ASASI, 82  Ketentuan mengenai Sidang Paripurna dan Sub Komisi ditetapkan lebih lanjut dalam Peraturan Tata Tertib Komnas HAM.  
1475231474-uu-nomor-39-tahun-1999-tentang- H9FVDS .,VII KOMISI NASIONAL HAK ASASI, 83  (1) Anggota Komnas HAM berjumlah 35 (tiga puluh lima) orang yang dipilih oleh Dewan Perwakilan Rakyat Republik Indonesia berdasarkan usulan Komnas HAM dan diresmikan oleh Presiden selaku Kepala Negara. (2) Komnas HAM dipimpin oleh seorang Ketua dan 2 (dua) orang Wakil Ketua. (3) Ketua dan Wakil Ketua Komnas HAM dipilih oleh dan dari Anggota. (4) Masa jabatan keanggotaan Komnas HAM selama 5 (lima) tahun dan setelah berakhir dapat diangkat kembali hanya untuk 1 (satu) kali masa jabatan.   
1475231474-uu-nomor-39-tahun-1999-tentang- H9FVDS .,VII KOMISI NASIONAL HAK ASASI," 84  Yang dapat diangkat menjadi anggota Komnas HAM adalah Warga Negara Indonesia yang : a. memiliki pengalaman dalam upaya menunjukan dan melindungi orang atau kelompok yang dialanggar hak asasi manusianya; b. berpengalaman sebagai hakim, jaksa, polisi, pengacara, atau pengemban profesi hukum lainnya; PRESIDEN REPUBLIK INDONESIA   - 21 - c. berpengalaman di bidang legeslatif, eksekutif, dan lembaga tinggi negara; atau d. merupakan tokoh agama, tokoh masyarakat, anggota lembaga swadaya masyarakat, dan kalangan perguruan tinggi.  "
1475231474-uu-nomor-39-tahun-1999-tentang- H9FVDS .,VII KOMISI NASIONAL HAK ASASI," 85  (1) Pemberhentian anggota Komnas HAM dilakukan berdasarkan keputusan Sidang Paripurna dan diberitahukan kepada Dewan Perwakilan Rakyat Republik Indonesia serta ditetapkan dengan Keputusan Presiden. (2) Anggota Komnas HAM berhenti antarwaktu sebagai anggota karena: a. meninggal dunia; b. atas permintaan sendiri; c. sakit jasmani atau rohani yang mengakibatkan anggota tidak dapat menjalankan tugas selama 1 (satu) tahun secara terus-menerus; d. dipidana karena bersalah melakukan tindak pidana kejahatan; atau e. melakukan perbuatan tercela dan atau hal-hal lain yang diputus oleh Sidang Paripurna karena mencemarkan martabat dan reputasi, dan atau mengurangi kemandirian dan kredibilitas Komnas HAM.  "
1475231474-uu-nomor-39-tahun-1999-tentang- H9FVDS .,VII KOMISI NASIONAL HAK ASASI," 86  Ketentuan mengenai tata cara pemilihan, pengangkatan, serta pemberhentian keanggotaan dan pimpinan Komnas HAM ditetapkan dengan Peraturan Tata Tertib Komnas HAM.  "
1475231474-uu-nomor-39-tahun-1999-tentang- H9FVDS .,VII KOMISI NASIONAL HAK ASASI, 87  (1) Setiap anggota Komnas HAM berkewajiban : a. menaati ketentuan peratuan perundang-undangan yang berlaku dan keputusan Komnas HAM; b. berpartisipasi secara aktif dan sungguh       sungguh   untuk tercapainya tujuan Komnas HAM; dan c. menjaga kerahasiaan keterangan yang karena sifatnya merupakan rahasia Komnas HAM yang diperoleh berdasarkan kedudukannya sebagai anggota. (2) Setiap Anggota Komnas HAM berhak: PRESIDEN REPUBLIK INDONESIA   - 22 - a. menyampaikan usulan dan pendapat kepada Sidang Paripurna dan Subkomisi; b. memberikan suara dalam pengambilan keputusan Sidang Paripurna dan Subkomisi; c. mengajukan dan memilih calon Ketua dan Wakil Ketua Komnas HAM dalam Sidang Paripurna; dan d. mengajukan bakal calon Anggota Komnas HAM dalam Sidang Paripurna untuk pergantian periodik dan antarwaktu.  
1475231474-uu-nomor-39-tahun-1999-tentang- H9FVDS .,VII KOMISI NASIONAL HAK ASASI, 88  Ketentuan lebih lanjut mengenai kewajiban dan hak Anggota Komnas HAM serta tata cara pelaksanaannya ditetapkan dengan Peraturan Tata Tertib Komnas HAM.  
1475231474-uu-nomor-39-tahun-1999-tentang- H9FVDS .,VII KOMISI NASIONAL HAK ASASI, 89  (1) Untuk melaksanakan fungsi Komnas HAM dalam pengkajian dan penelitian sebagaimana dimaksud dalam 
1475231474-uu-nomor-39-tahun-1999-tentang- H9FVDS .,VII KOMISI NASIONAL HAK ASASI," 76, Komnas HAM bertugas dan berwenang melakukan: a. pengkajian dan penelitian berbagai instrumen internasional hak asasi manusia dengan tujuan memberikan saran-saran mengenai kemungkinan aksesi dan atau ratifikasi; b. pengkajian     dan     penelitian     berbagai       peratuan perundang-undangan untuk memberikan rekomendasi mengenai pembentukan,    perubahan,    dan    pencabutan     peraturan perundnag-undangan yang berkaitan dengan hak asasi manusia; c. penerbitan hasil pengkajian dan penelitian; d. studi kepustakaan, studi lapangan dan studi banding di negara lain mengenai hak asasi manusia; e. pembahasan berbagai masalah yang berkaitan dengan perlindungan, penegakan, dan pemajuan hak asasi manusia; dan f. kerjasama pengkajian dan penelitian dengan organisasi, lembaga atau pihak lainnya, baik tingkat nasional, regional, meupun internasional dalam bidang hak asasi manusia. (2) Untuk melaksanakan fungsi Komnas HAM dalam penyuluhan sebagaimana dimaksud dalam "
1475231474-uu-nomor-39-tahun-1999-tentang- H9FVDS .,VII KOMISI NASIONAL HAK ASASI," 76, Komnas HAM bertugas dan berwenang melakukan : a. penyebarluasan wawasan mengenai hak asasi manusia kepada masyarakat Indonesia; b. upaya peningkatan kesadaran masyarakat tentang hak asasi PRESIDEN REPUBLIK INDONESIA   - 23 - manusia melalui lembaga pendidikan formal dan non-formal serta berbagai kalangan lainnya; dan c. kerjasama dengan organisasi, lembaga atau pihak lainnya, baik di tingkat nasional, regional, maupun internasional dalam bidang hak asasi manusia. (3) Untuk melaksanakan fungsi Komnas HAM dalam pemantauan sebagaimana dimaksud dalam "
1475231474-uu-nomor-39-tahun-1999-tentang- H9FVDS .,VII KOMISI NASIONAL HAK ASASI," 76, Komnas HAM bertugas dan berwenang melakukan: a. pengamatan pelaksanaan hak asasi manusia dan penyusunan laporan hasil pengamatan tersebut; b. penyelidikan dan pemeriksaan terhadap peristiwa yang timbul dalam masyarakat yang berdasarkan sifat atau lingkupnya patut diduga terdapat pelanggaran hak asasi manusia; c. pemanggilan kepada pihak pengadu atau korban maupun pihak yang dilakukan untuk dimintai dan didengar keterangannya; d. pemanggilan saksi untuk diminta didengar kesaksiannya, dan kepada saksi pengadu diminta menyerahkan bukti yang diperlukan; e. peninjauan di tempat kejadian dan tempat kejadian dan tempat lainnya yang dianggap perlu; f. pemanggilan terhadap pihak terkait untuk memberikan keterangan secara tertulis atau menyerahkan dokumen yang diperlukan sesuai dengan aslinya dengan persetujuan Ketua Pengadilan; g. pemeriksaan setempat terhadap rumah, pekarangan, bangunan, dan tempat-tempat lainnya yang diduduki atau dimiliki pihak tertentu dengan persetujuan Ketua Pengadilan; dan h. pemberian pendapat berdasarkan persetujuan Ketua Pengadilan terhadap perkara tertentu yang sedang dalam proses peradilan, bilamana dalam perkara tersebut terdapat pelanggaran hak asasi manusia dalam masalah publik dan acara pemeriksaan oleh pengadilan yang kemudian pendapat Komnas HAM tersebut wajib diberitahukan oleh hakim kepada para pihak.    (4) Untuk melaksanakan fungsi Komnas HAM dalam mediasi sebagaimana dimaksud dalam "
1475231474-uu-nomor-39-tahun-1999-tentang- H9FVDS .,VII KOMISI NASIONAL HAK ASASI," 76, Komnas HAM bertugas dan berwenang melakukan : a. perdamaian kedua belah pihak; b. penyelesaian perkara melalui cara konsultasi, negosiasi, mediasi, konsiliasi, dan penilaian ahli; PRESIDEN REPUBLIK INDONESIA   - 24 - c. pemberian saran kepada para pihak untuk menyelesaikan sengketa melalui pengadilan; d. penyampaian rekomendasi atas suatu kasus pelanggaran hak asasi manusia kepada Pemerintah untuk ditindaklanjuti penyelesaiannya; dan e. penyampaian rekomendasi atas suatu kasus pelanggaran hak asasi manusia kepada Dewan Perwakilan Rakyat Republik Indonesia untuk ditindaklanjuti.  "
1475231474-uu-nomor-39-tahun-1999-tentang- H9FVDS .,VII KOMISI NASIONAL HAK ASASI," 90  (1) Setiap orang dan atau sekelompok orang yang memiliki alasan kuat bahwa hak asasinya telah dilanggar dapat mengajukan laporan dan pengaduan lisan atau tertulis pada Komnas HAM. (2) Pengaduan hanya akan mendapatkan pelayanan apabila disertai dengan identitas pengadu yang benar dan keterangan atau bukti awal yang jelas tentang materi yang diadukan. (3) Dalam hal pengaduan dilakukan oleh pihak lain, maka pengaduan harus disertai dengan persetujuan dari pihak yang hak asasinya dilanggar sebagai korban, kecuali untuk pelanggaran hak asasi manusia tertentu berdasarkan pertimbangan Komnas HAM. (4) Pengaduan pelanggaran hak asasi manusia sebagaimana dimaksud dalam ayat (3) meliputi pula pengaduan melalui perwakilan mengenai pelanggaran hak asasi manusia yang dialami oleh kelompok masyarakat.   "
1475231474-uu-nomor-39-tahun-1999-tentang- H9FVDS .,VII KOMISI NASIONAL HAK ASASI, 91  (1) Pemeriksaan atas pengaduan kepada Komnas HAM tidak dilakukan dihentikan apabila: a. tidak memiliki bukti awal yang memadai; b. materi pengaduan bukan masalah pelanggaran hak asasi manusia; c. pengaduan diajukan dengan itikad buruk atau ternyata tidak ada kesungguhan dari pengadu;   d. terdapat upaya hukum yang lebih efektif bagi penyelesaian materi pengaduan; atau e. sedang berlangsung penyelesaian melalui upaya hukum yang tersedia sesuai dengan ketentuan peraturan perundang-undangan. (2) Mekanisme pelaksanaan kewenangan untuk tidak melakukan atau menghentikan pemeriksaan sebagaimana dimaksud dalam ayat (1) PRESIDEN REPUBLIK INDONESIA   - 25 - ditetapkan dengan Peraturan Tata Tertib Komnas HAM.   
1475231474-uu-nomor-39-tahun-1999-tentang- H9FVDS .,VII KOMISI NASIONAL HAK ASASI," 92  (1) Dalam hal tertentu dan bila dipandang perlu, guna melindungi kepentingan dan hak asasi yang bersangkutan atau terwujudnya penyelesaian terhadap masalah yang ada, Komnas HAM dapat menetapkan untuk merahasiakan identitas pengadu, dan pemberi keterangan atau bukti lainnya serta pihak yang terkait dengan materi aduan atau pemantauan. (2) Komnas HAM dapat menetapkan untuk merahasiakan atau membatasi penyebarluasan suatu keterangan atau bukti lain yang diperoleh Komnas HAM, yang berkaitan dengan materi pengaduan atau pemantauan. (3) Penetapan sebagaimana dimaksud dalam ayat (2) didasarkan pada pertimbangan bahwa penyebarluasan keterangan atau bukti lainnya tersebut dapat: a. membahayakan keamanan dan keselamatan negara; b. membahayakan keselamatan dan ketertiban umum; c. membahayakan keselamatan perorangan; d. mencemarkan rahasia negara atau hal-hal yang wajib dirahasiakan dalam proses pengambilan keputusan Pemerintah; f. membocorkan hal-hal yang wajib dirahasiakan dalam proses penyidikan, penuntutan, dan persidangan suatu perkara pidana. g. menghambat terwujudnya penyelesaian terhadap masalah yang ada; atau h. membocorkan hal-hal yang termasuk dalam rahasia dagang.   "
